profile_encoder,scope,split_id,component,explained_variance_ratio,cumulative_explained_variance_ratio
fpca256_4,outer_fold,20,1,0.6290732332458625,0.6290732332458625
fpca256_4,outer_fold,20,2,0.26120890742920083,0.8902821406750634
fpca256_4,outer_fold,20,3,0.038440241513928594,0.928722382188992
fpca256_4,outer_fold,20,4,0.018373044254012715,0.9470954264430047
fpca256_4,outer_fold,21,1,0.57947773911905,0.57947773911905
fpca256_4,outer_fold,21,2,0.3023072277127798,0.8817849668318298
fpca256_4,outer_fold,21,3,0.03640237818882085,0.9181873450206507
fpca256_4,outer_fold,21,4,0.019647903122192095,0.9378352481428428
fpca256_4,outer_fold,22,1,0.6321428222751281,0.6321428222751281
fpca256_4,outer_fold,22,2,0.2630338726015453,0.8951766948766734
fpca256_4,outer_fold,22,3,0.034967131389248514,0.930143826265922
fpca256_4,outer_fold,22,4,0.01877823635709084,0.9489220626230128
fpca256_4,outer_fold,23,1,0.6420716369510365,0.6420716369510365
fpca256_4,outer_fold,23,2,0.25505869760736455,0.8971303345584011
fpca256_4,outer_fold,23,3,0.03429859024681625,0.9314289248052173
fpca256_4,outer_fold,23,4,0.015293904056930492,0.9467228288621479
fpca256_4,outer_fold,24,1,0.6509115475554766,0.6509115475554766
fpca256_4,outer_fold,24,2,0.2463272794335301,0.8972388269890068
fpca256_4,outer_fold,24,3,0.033715564480423905,0.9309543914694307
fpca256_4,outer_fold,24,4,0.01725036029521707,0.9482047517646478
fpca256_4,outer_fold,25,1,0.6040469879767318,0.6040469879767318
fpca256_4,outer_fold,25,2,0.28280753001865405,0.886854517995386
fpca256_4,outer_fold,25,3,0.03677338464002031,0.9236279026354063
fpca256_4,outer_fold,25,4,0.018427467448662378,0.9420553700840687
fpca256_4,outer_fold,26,1,0.6442350985823535,0.6442350985823535
fpca256_4,outer_fold,26,2,0.2512135742258948,0.8954486728082482
fpca256_4,outer_fold,26,3,0.03452793541269954,0.9299766082209477
fpca256_4,outer_fold,26,4,0.01755173285543146,0.9475283410763792
fpca256_4,outer_fold,27,1,0.6222560665252355,0.6222560665252355
fpca256_4,outer_fold,27,2,0.2597378922316685,0.8819939587569039
fpca256_4,outer_fold,27,3,0.04223133770748874,0.9242252964643927
fpca256_4,outer_fold,27,4,0.019289536227334102,0.9435148326917268
fpca256_4,outer_fold,28,1,0.6365096336447504,0.6365096336447504
fpca256_4,outer_fold,28,2,0.26206415515274223,0.8985737887974927
fpca256_4,outer_fold,28,3,0.03242298431896723,0.9309967731164599
fpca256_4,outer_fold,28,4,0.01672109181531098,0.9477178649317709
fpca256_4,outer_fold,29,1,0.6268643884218884,0.6268643884218884
fpca256_4,outer_fold,29,2,0.271082546657226,0.8979469350791144
